,Parental_T47D_cells_treated_with_vehicle_rep_1,Parental_T47D_cells_treated_with_vehicle_rep_2,Parental_T47D_cells_treated_with_vehicle_rep_3,4_hydroxytamoxifen_resistant_T47D_cells_treated_with_vehicle_rep_1,4_hydroxytamoxifen_resistant_T47D_cells_treated_with_vehicle_rep_2,4_hydroxytamoxifen_resistant_T47D_cells_treated_with_vehicle_rep_3
RNU6-665P,0,0,0,0,0,0
RNU6-666P,0,0,0,0,0,0
RNU6-667P,1,0,0,0,0,0
RNU6-668P,0,0,0,0,0,0
RNU6-669P,0,0,0,0,0,0
RNU6-66P,0,0,0,0,0,0
RNU6-670P,0,0,0,0,0,0
RNU6-672P,0,0,0,0,0,0
RNU6-673P,0,0,0,0,0,0
RNU6-674P,0,0,0,0,0,0
RNU6-675P,0,0,0,0,0,0
RNU6-677P,0,0,0,0,0,0
RNU6-678P,1,0,1,0,5,4
RNU6-679P,0,0,0,1,0,0
RNU6-67P,0,0,0,0,0,0
RNU6-680P,0,0,0,1,1,1
RNU6-681P,0,0,0,0,0,1
RNU6-682P,0,0,0,0,0,0
RNU6-684P,0,0,0,0,0,0
RNU6-685P,0,0,0,0,0,0
RNU6-686P,0,0,0,0,0,0
RNU6-687P,0,0,0,0,0,0
RNU6-689P,0,0,0,0,0,0
RNU6-68P,0,0,0,0,0,0
RNU6-690P,0,0,0,0,0,0
RNU6-692P,0,0,0,0,0,0
RNU6-693P,0,0,0,0,0,0
RNU6-694P,0,0,0,0,0,0
RNU6-695P,0,0,0,0,0,0
RNU6-696P,2,0,0,0,0,0
RNU6-697P,0,0,0,0,0,0
RNU6-698P,0,0,0,0,0,0
RNU6-699P,0,0,0,0,0,0
RNU6-6P,7,6,13,24,14,12
RNU6-7,0,0,0,0,0,0
RNU6-700P,0,0,0,0,0,0
RNU6-701P,1,0,0,0,0,0
RNU6-702P,0,0,0,0,0,0
RNU6-703P,0,0,0,2,6,2
RNU6-704P,0,0,0,0,0,0
RNU6-705P,1,0,0,0,0,0
RNU6-706P,0,0,0,0,0,0
RNU6-707P,0,0,0,0,0,0
RNU6-708P,0,0,0,0,0,0
RNU6-709P,0,0,0,0,0,0
RNU6-70P,0,0,0,0,0,0
RNU6-710P,0,0,0,0,0,0
RNU6-711P,0,0,0,0,0,0
RNU6-712P,0,0,0,0,0,0
RNU6-713P,0,0,0,0,0,0
RNU6-714P,0,0,0,0,0,0
RNU6-715P,0,0,0,0,0,0
RNU6-716P,0,0,0,0,0,0
RNU6-717P,0,0,0,0,0,0
RNU6-718P,0,0,0,0,0,0
RNU6-719P,0,0,0,0,0,0
RNU6-71P,0,0,0,0,0,0
RNU6-720P,0,0,0,0,0,0
RNU6-721P,0,0,0,0,0,0
RNU6-722P,0,0,0,0,0,0
RNU6-723P,0,0,0,0,0,0
RNU6-724P,0,0,0,0,0,0
RNU6-725P,0,0,0,0,0,0
RNU6-726P,0,0,0,0,0,0
RNU6-727P,0,0,0,0,0,0
RNU6-728P,0,0,0,0,0,0
RNU6-729P,0,0,0,0,0,0
RNU6-730P,0,0,0,0,0,0
RNU6-731P,0,0,0,0,0,0
RNU6-732P,0,0,0,0,0,0
RNU6-733P,0,0,0,0,0,0
RNU6-735P,0,0,0,0,0,0
RNU6-737P,0,0,0,0,0,0
RNU6-738P,0,0,0,0,0,0
RNU6-739P,0,0,0,0,0,0
RNU6-73P,0,0,0,0,0,0
RNU6-740P,0,0,0,0,0,0
RNU6-741P,0,0,0,0,0,0
RNU6-742P,0,0,0,0,0,0
RNU6-743P,0,0,0,0,0,0
RNU6-744P,0,0,0,0,0,0
RNU6-745P,0,0,0,0,0,0
RNU6-746P,0,0,0,0,0,0
RNU6-747P,0,0,0,0,0,0
RNU6-748P,0,0,0,1,0,0
RNU6-749P,0,0,0,0,0,0
RNU6-74P,0,0,0,0,0,0
RNU6-750P,0,0,0,1,0,2
RNU6-751P,0,0,0,0,0,0
RNU6-752P,0,0,0,0,0,0
RNU6-753P,0,0,0,0,0,0
RNU6-754P,0,0,0,0,0,0
RNU6-755P,0,0,0,0,0,0
RNU6-756P,0,0,0,0,0,0
RNU6-757P,7,1,1,4,1,2
RNU6-758P,0,0,0,0,0,0
RNU6-759P,0,0,0,1,0,0
RNU6-75P,0,0,0,0,0,0
RNU6-760P,0,0,0,0,0,0
RNU6-761P,0,0,0,0,0,0
RNU6-762P,2,0,0,2,0,2
RNU6-763P,0,0,0,0,0,0
RNU6-764P,0,0,0,0,0,0
RNU6-765P,0,0,0,0,0,0
RNU6-766P,0,0,0,0,0,0
RNU6-767P,0,0,0,1,0,1
RNU6-768P,0,0,0,0,0,0
RNU6-769P,0,0,0,0,0,0
RNU6-76P,0,0,0,0,0,0
RNU6-770P,0,0,0,0,0,0
RNU6-771P,0,0,0,0,0,0
RNU6-772P,0,0,0,0,0,0
RNU6-774P,0,0,0,0,0,0
RNU6-775P,0,0,0,0,0,0
RNU6-776P,0,0,0,0,0,0
RNU6-777P,0,0,0,0,0,0
RNU6-778P,0,0,0,0,0,0
RNU6-77P,0,0,0,0,0,0
RNU6-780P,0,0,0,0,0,0
RNU6-781P,0,0,0,0,0,0
RNU6-782P,0,0,0,0,0,0
RNU6-783P,0,0,0,0,0,0
RNU6-784P,0,0,0,1,0,0
RNU6-785P,0,0,0,0,0,0
RNU6-786P,0,0,0,0,0,0
RNU6-787P,0,0,0,0,0,0
RNU6-788P,0,0,0,0,0,0
RNU6-789P,0,0,0,0,0,0
RNU6-78P,0,0,0,0,0,0
RNU6-790P,0,0,0,2,1,0
RNU6-791P,0,0,0,0,0,0
RNU6-792P,0,0,0,0,0,0
RNU6-793P,0,0,0,0,0,0
RNU6-794P,0,0,0,0,0,0
RNU6-795P,0,0,0,0,0,0
RNU6-796P,0,0,0,0,0,0
RNU6-797P,0,0,0,0,0,0
RNU6-798P,0,0,0,0,0,0
RNU6-799P,0,0,0,0,0,0
RNU6-79P,0,0,0,0,0,0
RNU6-8,22,34,44,32,42,30
RNU6-800P,0,0,0,0,0,0
RNU6-801P,0,0,0,0,0,0
RNU6-803P,0,0,0,0,0,0
RNU6-804P,0,0,0,0,0,0
RNU6-805P,0,0,0,0,0,0
RNU6-806P,0,0,0,0,0,0
RNU6-807P,1,0,1,1,5,9
RNU6-808P,0,0,0,1,0,3
RNU6-809P,0,0,0,0,0,0
RNU6-80P,0,0,1,2,0,0
RNU6-810P,0,0,0,0,0,0
RNU6-811P,0,0,0,0,0,0
RNU6-812P,0,0,0,0,0,0
RNU6-813P,90,78,93,35,17,15
RNU6-815P,0,0,0,0,0,0
RNU6-816P,0,0,0,0,0,0
RNU6-817P,0,0,0,0,0,0
RNU6-818P,0,0,0,0,0,0
RNU6-819P,0,0,0,0,0,0
RNU6-81P,0,0,0,0,0,0
RNU6-820P,0,0,0,0,0,0
RNU6-821P,0,0,0,0,0,0
RNU6-822P,0,0,0,0,0,0
RNU6-823P,0,0,0,0,0,0
RNU6-824P,0,0,0,0,0,0
RNU6-826P,0,0,0,0,0,0
RNU6-827P,0,0,0,0,0,0
RNU6-828P,0,0,1,1,0,2
RNU6-82P,0,0,0,0,0,0
RNU6-830P,0,0,0,0,0,0
RNU6-831P,0,0,0,0,0,0
RNU6-832P,0,0,0,0,0,0
RNU6-833P,3,0,2,2,2,3
RNU6-834P,0,0,0,1,0,0
RNU6-835P,0,0,0,0,0,0
RNU6-836P,0,0,0,0,0,0
RNU6-837P,0,0,0,0,0,0
RNU6-838P,0,0,0,0,0,0
RNU6-839P,0,0,0,0,0,0
RNU6-83P,0,0,0,0,0,0
RNU6-840P,0,0,0,0,0,0
RNU6-841P,0,0,0,0,0,0
RNU6-842P,0,0,0,0,0,0
RNU6-843P,0,0,0,0,0,0
RNU6-844P,0,0,0,0,0,0
RNU6-845P,0,0,0,0,0,0
RNU6-847P,0,0,0,0,0,0
RNU6-848P,0,0,0,0,0,0
RNU6-849P,0,0,0,0,0,0
RNU6-84P,0,0,0,0,0,0
RNU6-850P,0,0,0,0,0,0
RNU6-851P,0,0,0,0,0,0
RNU6-853P,0,0,0,2,0,0
RNU6-854P,0,0,0,0,0,0
RNU6-855P,0,0,0,0,0,0
RNU6-856P,2,0,0,1,0,0
RNU6-857P,0,0,0,0,0,0
RNU6-858P,0,0,0,0,0,0
RNU6-859P,0,0,0,0,0,0
RNU6-85P,0,0,0,0,0,0
RNU6-860P,0,0,0,0,0,0
RNU6-861P,0,0,0,0,0,0
RNU6-862P,0,0,0,0,0,0
RNU6-863P,0,0,0,0,0,0
RNU6-864P,0,0,0,0,0,0
RNU6-865P,0,0,0,0,0,0
RNU6-866P,0,0,0,0,0,0
RNU6-867P,0,0,0,0,0,0
RNU6-869P,0,0,0,0,0,0
RNU6-86P,0,0,0,0,0,0
RNU6-871P,0,0,0,0,0,0
RNU6-873P,0,0,0,0,0,0
RNU6-874P,0,0,0,0,0,0
RNU6-875P,0,0,0,0,0,0
RNU6-876P,0,0,0,2,0,2
RNU6-877P,2,0,0,0,0,0
RNU6-878P,0,0,0,0,0,0
RNU6-879P,0,0,0,0,0,0
RNU6-87P,0,0,0,1,1,1
RNU6-880P,0,0,0,0,2,0
RNU6-881P,1,0,0,1,0,0
RNU6-882P,0,0,0,0,0,0
RNU6-883P,0,0,0,1,1,1
RNU6-884P,0,0,0,0,0,0
RNU6-885P,0,0,0,0,0,0
RNU6-886P,0,0,0,0,0,0
RNU6-887P,0,0,0,0,0,0
RNU6-889P,0,0,0,0,0,0
RNU6-88P,0,0,0,0,0,0
RNU6-890P,0,0,0,0,2,1
RNU6-891P,0,0,0,0,0,0
RNU6-892P,0,0,0,1,0,1
RNU6-893P,0,0,0,0,0,0
RNU6-894P,0,0,0,0,0,0
RNU6-895P,0,0,0,0,0,0
RNU6-896P,0,0,0,0,0,0
RNU6-897P,0,0,0,0,0,0
RNU6-898P,0,0,0,0,0,0
RNU6-899P,0,0,0,0,0,0
RNU6-89P,0,0,0,0,0,0
RNU6-9,3,12,4,16,4,10
RNU6-900P,0,0,0,0,0,0
RNU6-901P,0,0,0,0,0,0
RNU6-902P,0,0,0,0,0,0
RNU6-904P,0,0,0,0,0,0
RNU6-905P,0,0,0,0,0,0
RNU6-907P,1,0,0,0,0,0
RNU6-908P,0,0,0,0,0,0
RNU6-909P,0,0,0,0,0,0
RNU6-90P,0,0,0,0,0,2
RNU6-910P,0,0,0,0,0,0
RNU6-911P,0,0,0,0,0,0
RNU6-912P,0,0,0,0,0,0
RNU6-913P,0,0,0,0,0,0
RNU6-914P,0,0,0,0,0,0
RNU6-915P,0,0,0,0,0,0
RNU6-916P,0,0,0,0,0,0
RNU6-917P,0,0,0,0,0,0
RNU6-918P,0,0,0,0,0,0
RNU6-919P,0,0,0,0,0,0
RNU6-91P,0,0,0,0,0,0
RNU6-920P,0,0,0,2,0,0
RNU6-921P,0,0,0,0,0,0
RNU6-922P,0,0,0,0,0,0
RNU6-923P,0,0,0,0,0,0
RNU6-924P,0,0,0,0,0,0
RNU6-925P,12,0,4,5,2,7
RNU6-926P,0,0,0,0,0,0
RNU6-927P,0,0,0,0,0,0
RNU6-928P,0,0,0,0,0,0
RNU6-929P,0,0,0,0,0,0
RNU6-92P,0,0,0,0,0,0
RNU6-930P,0,0,0,0,0,0
RNU6-931P,0,0,0,0,0,0
RNU6-932P,0,0,0,0,0,0
RNU6-933P,0,0,0,0,0,0
RNU6-934P,0,0,0,0,0,0
RNU6-935P,0,0,0,0,0,0
RNU6-936P,0,0,0,0,0,0
RNU6-937P,0,0,0,0,0,0
RNU6-938P,0,0,0,0,0,0
RNU6-939P,0,0,0,0,0,0
RNU6-940P,0,0,0,0,0,0
RNU6-941P,0,0,0,0,0,0
RNU6-942P,0,0,0,0,0,0
RNU6-943P,0,0,0,0,1,0
RNU6-944P,1,0,0,0,0,0
RNU6-945P,9,0,3,6,7,11
RNU6-946P,0,0,0,0,0,0
RNU6-947P,0,0,0,0,0,0
RNU6-948P,0,0,0,0,0,0
RNU6-949P,0,0,0,0,0,0
RNU6-94P,1,0,0,0,0,0
RNU6-950P,0,0,0,0,0,0
RNU6-951P,0,0,0,0,0,0
RNU6-952P,0,0,0,0,0,0
RNU6-953P,0,0,0,0,0,0
RNU6-954P,0,0,1,0,0,0
RNU6-955P,0,0,0,0,0,0
RNU6-956P,0,0,0,0,0,0
RNU6-957P,0,0,0,0,0,0
RNU6-959P,0,0,0,0,0,0
RNU6-95P,0,0,0,0,0,0
RNU6-960P,0,0,0,0,0,0
RNU6-961P,0,0,0,0,0,0
RNU6-964P,0,0,0,0,0,0
RNU6-965P,0,0,0,0,0,0
RNU6-966P,0,0,0,0,0,0
RNU6-967P,0,0,0,0,0,0
RNU6-968P,0,0,0,0,0,0
RNU6-969P,0,0,0,0,0,0
RNU6-970P,0,0,0,0,0,0
RNU6-971P,0,0,0,0,0,0
RNU6-972P,0,0,0,0,0,0
RNU6-973P,0,0,0,0,0,0
RNU6-974P,0,0,0,0,0,0
RNU6-975P,0,0,2,0,0,0
RNU6-976P,0,0,0,0,0,0
RNU6-977P,0,0,0,0,0,0
RNU6-978P,0,0,0,0,0,0
RNU6-979P,0,0,0,0,0,0
RNU6-97P,0,0,0,0,1,0
RNU6-980P,0,0,0,0,0,0
RNU6-982P,0,0,0,0,0,0
RNU6-983P,0,0,0,0,0,0
RNU6-984P,0,0,0,0,0,0
RNU6-985P,0,0,0,0,0,0
RNU6-986P,0,0,0,0,0,0
RNU6-987P,0,0,0,0,0,0
RNU6-988P,0,0,0,0,0,0
RNU6-989P,0,0,0,0,0,0
RNU6-98P,0,0,0,0,0,0
RNU6-990P,0,0,0,0,0,0
RNU6-991P,0,0,0,0,0,0
RNU6-992P,2,0,0,0,0,0
RNU6-993P,0,0,0,0,0,0
RNU6-995P,0,0,0,0,0,0
RNU6-996P,0,0,0,0,0,0
RNU6-997P,0,0,0,0,0,0
RNU6-998P,0,0,0,1,0,0
RNU6-999P,0,0,0,0,0,0
RNU6-99P,0,0,0,0,0,0
RNU6ATAC,0,10,3,7,6,6
RNU6ATAC11P,0,0,0,0,0,0
RNU6ATAC12P,0,0,0,0,0,0
RNU6ATAC13P,0,0,0,0,0,0
RNU6ATAC14P,0,0,0,0,0,0
RNU6ATAC15P,0,0,0,0,0,0
RNU6ATAC16P,0,0,0,0,0,0
RNU6ATAC17P,0,0,0,0,0,0
RNU6ATAC18P,0,0,0,0,1,0
RNU6ATAC19P,0,0,0,0,0,0
RNU6ATAC20P,0,0,0,0,0,0
RNU6ATAC21P,0,0,0,0,0,0
RNU6ATAC22P,0,0,0,0,0,0
RNU6ATAC23P,0,0,0,0,0,0
RNU6ATAC24P,3,0,1,5,4,4
RNU6ATAC26P,0,0,0,0,1,0
RNU6ATAC27P,0,0,0,1,2,0
RNU6ATAC28P,0,0,0,0,0,0
RNU6ATAC29P,0,0,0,0,0,0
RNU6ATAC2P,0,0,0,0,0,0
RNU6ATAC30P,0,0,0,0,0,0
RNU6ATAC31P,0,0,0,0,0,0
RNU6ATAC32P,0,0,0,0,0,0
RNU6ATAC33P,0,0,0,0,0,0
RNU6ATAC34P,0,0,0,0,0,0
RNU6ATAC36P,0,0,0,0,0,0
RNU6ATAC37P,0,0,0,0,0,0
RNU6ATAC38P,0,0,0,0,0,0
RNU6ATAC39P,0,0,0,0,0,0
RNU6ATAC3P,0,0,0,0,0,0
RNU6ATAC40P,0,0,0,0,0,0
RNU6ATAC41P,0,0,0,0,0,0
RNU6ATAC42P,0,0,0,0,0,0
RNU6ATAC4P,0,0,2,0,0,2
RNU6ATAC5P,0,0,0,0,0,0
RNU6ATAC6P,0,0,0,0,0,0
RNU6ATAC7P,0,0,0,0,0,0
RNU6ATAC8P,0,0,0,0,0,0
RNU6ATAC9P,0,0,0,0,0,0
RNU7-1,0,0,0,0,0,0
RNU7-102P,0,0,0,0,0,0
RNU7-103P,0,0,0,0,0,0
RNU7-104P,0,0,0,0,0,0
RNU7-105P,0,0,0,0,0,0
RNU7-107P,0,0,0,0,0,0
RNU7-10P,0,0,0,0,0,0
RNU7-110P,0,0,0,0,0,0
RNU7-111P,0,0,0,0,0,0
RNU7-113P,0,0,0,0,1,0
RNU7-115P,0,0,0,0,0,0
RNU7-116P,0,0,0,0,0,0
RNU7-119P,0,0,0,0,0,0
RNU7-11P,3,0,0,0,0,0
RNU7-120P,0,0,0,0,0,0
RNU7-121P,0,0,0,0,0,0
RNU7-123P,0,0,0,0,0,0
RNU7-124P,0,0,0,0,3,0
RNU7-125P,0,0,0,0,0,0
RNU7-126P,0,0,0,0,0,0
RNU7-127P,0,0,0,0,0,0
RNU7-128P,0,0,0,0,0,0
RNU7-129P,0,0,0,0,0,0
RNU7-12P,0,0,0,0,0,0
RNU7-130P,0,0,0,0,0,0
RNU7-133P,0,0,0,0,0,0
RNU7-134P,0,0,0,0,0,0
RNU7-136P,0,0,0,0,0,0
RNU7-137P,0,0,0,0,0,0
RNU7-138P,0,0,0,0,0,0
RNU7-13P,1,0,0,0,0,2
RNU7-140P,0,0,0,0,0,0
RNU7-141P,0,0,2,3,3,0
RNU7-143P,0,0,0,0,0,0
RNU7-144P,0,0,0,0,0,0
RNU7-147P,0,0,0,0,0,0
RNU7-148P,0,0,0,0,0,0
RNU7-149P,0,0,0,0,0,0
RNU7-14P,0,0,0,0,0,0
RNU7-151P,0,0,0,0,0,0
RNU7-152P,0,0,0,0,0,0
RNU7-153P,0,0,0,0,0,0
RNU7-154P,0,0,0,0,0,0
RNU7-155P,0,0,0,0,0,0
RNU7-156P,0,0,0,0,0,0
RNU7-157P,0,0,0,0,0,0
RNU7-159P,0,0,0,0,0,0
RNU7-160P,0,0,0,0,0,0
RNU7-161P,0,0,0,0,0,0
RNU7-164P,0,0,0,0,0,0
RNU7-165P,0,0,0,0,0,0
RNU7-167P,0,0,0,0,0,0
RNU7-169P,0,0,0,0,0,0
RNU7-170P,0,0,5,2,2,2
RNU7-171P,1,0,0,0,0,0
RNU7-172P,0,0,0,0,0,0
RNU7-173P,0,0,0,0,0,0
RNU7-174P,0,0,0,0,0,0
RNU7-175P,0,0,0,0,0,0
RNU7-176P,0,0,0,0,0,0
RNU7-179P,0,0,0,0,0,0
RNU7-180P,0,0,0,0,0,0
RNU7-181P,2,0,3,0,0,0
RNU7-182P,0,0,0,0,0,0
RNU7-183P,0,0,0,0,0,0
RNU7-185P,0,0,0,0,0,0
RNU7-186P,0,0,0,0,0,0
RNU7-187P,0,0,0,0,0,0
RNU7-188P,0,0,0,0,0,0
RNU7-18P,0,0,0,0,0,0
RNU7-190P,0,0,0,0,0,0
RNU7-192P,0,0,0,0,0,0
RNU7-193P,0,0,0,0,0,1
RNU7-194P,0,0,0,0,0,0
RNU7-195P,0,0,0,0,0,0
RNU7-196P,0,0,0,0,0,0
RNU7-197P,0,0,0,0,0,0
RNU7-19P,0,0,0,0,0,0
RNU7-200P,0,0,0,0,0,0
RNU7-20P,0,0,0,0,0,0
RNU7-21P,0,0,0,0,0,0
RNU7-22P,0,0,0,0,0,0
RNU7-23P,0,0,0,0,0,0
RNU7-24P,0,0,0,0,0,0
RNU7-25P,0,0,0,0,0,0
RNU7-26P,0,0,0,0,0,0
RNU7-27P,0,0,0,0,0,0
RNU7-28P,0,0,0,0,0,0
RNU7-2P,0,0,0,0,0,0
RNU7-30P,0,0,0,0,0,0
RNU7-34P,0,0,0,0,0,0
RNU7-35P,0,0,0,0,0,0
RNU7-38P,0,0,0,0,0,0
RNU7-3P,0,0,0,0,0,0
RNU7-40P,4,0,4,1,1,3
RNU7-41P,0,0,0,0,0,0
RNU7-42P,0,0,0,0,0,0
RNU7-43P,0,0,0,0,0,0
RNU7-45P,1,0,1,1,5,1
RNU7-46P,0,0,0,0,0,0
RNU7-47P,0,0,0,1,0,0
RNU7-48P,0,0,0,0,1,0
RNU7-49P,0,0,0,0,0,0
RNU7-4P,0,0,0,0,0,0
RNU7-50P,0,0,0,0,0,0
RNU7-51P,0,0,0,0,0,0
RNU7-52P,0,0,0,0,0,0
RNU7-53P,0,0,0,0,0,0
RNU7-54P,0,0,0,0,0,0
RNU7-55P,0,0,0,0,0,0
RNU7-56P,0,0,0,0,0,0
RNU7-57P,4,0,3,7,6,9
RNU7-59P,0,0,0,0,0,2
RNU7-60P,0,0,0,0,0,0
RNU7-61P,0,0,0,0,0,0
RNU7-63P,0,0,0,0,0,0
RNU7-65P,0,0,0,0,0,0
RNU7-66P,0,0,0,0,0,0
RNU7-67P,0,0,0,0,0,0
RNU7-68P,0,0,0,0,0,0
RNU7-69P,0,0,0,0,0,0
RNU7-6P,0,0,0,0,0,0
RNU7-70P,0,0,0,0,0,0
RNU7-71P,0,0,0,0,0,0
RNU7-73P,0,0,0,0,0,0
RNU7-74P,0,0,0,0,0,0
RNU7-75P,0,0,0,0,0,0
RNU7-77P,0,0,0,0,0,0
RNU7-79P,0,0,0,0,0,0
RNU7-7P,0,0,0,0,0,0
RNU7-80P,0,0,0,0,0,1
RNU7-81P,0,0,0,0,0,0
RNU7-82P,0,0,0,0,0,0
RNU7-84P,0,0,0,0,0,0
RNU7-87P,0,0,0,0,0,0
RNU7-88P,0,0,0,0,0,0
RNU7-8P,0,0,0,0,0,0
RNU7-90P,0,0,0,0,0,0
RNU7-92P,0,0,0,0,0,0
RNU7-93P,0,0,0,0,0,0
RNU7-94P,0,0,0,0,0,0
RNU7-95P,0,0,0,0,0,0
RNU7-96P,0,0,0,0,0,1
RNU7-97P,0,0,0,0,0,0
RNU7-99P,0,0,0,0,0,0
RNVU1-1,1,0,0,0,1,0
RNVU1-14,0,0,0,0,0,0
RNVU1-15,3,21,8,2,0,5
RNVU1-17,0,0,0,0,0,0
RNVU1-18,0,0,0,0,1,1
RNVU1-19,0,0,0,0,0,0
RNVU1-2,0,0,0,0,0,0
RNVU1-21,0,0,0,1,0,0
RNVU1-22,5,0,14,5,3,5
RNVU1-23,0,0,0,0,0,0
RNVU1-24,0,0,0,0,0,0
RNVU1-26,0,10,3,1,3,1
RNVU1-27,3,0,5,7,9,8
RNVU1-28,1,0,1,1,1,0
RNVU1-2A,0,0,1,0,0,0
RNVU1-3,0,0,0,0,0,0
RNVU1-30,0,0,0,0,0,1
RNVU1-31,0,2,11,43,38,57
RNVU1-32,0,0,0,0,0,0
RNVU1-33,0,0,0,0,0,0
RNVU1-34,1,0,3,1,0,0
RNVU1-4,1,0,2,0,0,0
RNVU1-6,0,0,0,0,0,0
RNVU1-7,1,0,3,1,1,1
RNVU1-8,9,5,14,5,4,3
RNY1,19,7,32,20,28,28
RNY1P1,0,0,0,0,0,0
RNY1P10,0,0,0,0,0,0
RNY1P11,0,0,0,1,2,1
RNY1P12,2,0,1,5,0,5
RNY1P13,0,0,0,0,0,0
RNY1P14,0,0,0,0,0,0
RNY1P15,0,0,0,0,0,0
RNY1P16,4,1,0,4,2,1
RNY1P2,0,0,0,0,0,0
RNY1P3,0,0,0,0,0,0
RNY1P4,0,0,0,0,0,0
RNY1P5,0,0,0,0,0,0
RNY1P6,0,0,0,0,0,0
RNY1P7,0,0,0,0,0,0
RNY1P8,0,0,0,0,0,0
RNY1P9,6,0,2,0,2,4
RNY3,0,0,3,0,1,0
RNY3P1,0,0,0,0,0,0
RNY3P10,0,0,0,0,0,0
RNY3P11,0,0,0,0,0,0
RNY3P12,0,0,0,0,0,0
RNY3P13,0,0,0,0,0,0
RNY3P14,0,0,0,0,0,0
RNY3P15,0,0,0,0,0,0
RNY3P16,0,1,0,1,0,4
RNY3P2,0,0,0,0,0,0
RNY3P3,0,0,0,0,0,0
RNY3P4,0,0,0,0,0,0
RNY3P7,0,0,0,0,0,0
RNY3P9,0,0,0,0,0,0
RNY4,0,0,0,0,0,0
RNY4P10,0,0,0,0,0,0
RNY4P13,0,0,0,0,0,0
RNY4P14,0,0,0,0,0,0
RNY4P16,0,0,0,0,0,0
RNY4P17,0,0,0,0,0,0
RNY4P18,0,0,0,0,0,0
RNY4P19,4,0,1,4,1,4
RNY4P20,0,0,0,0,0,0
RNY4P23,0,0,0,0,0,0
RNY4P24,0,0,0,0,0,0
RNY4P25,0,0,0,0,0,0
RNY4P27,0,0,0,0,0,0
RNY4P28,0,0,0,0,0,0
RNY4P29,0,0,0,0,0,0
RNY4P3,0,0,0,0,0,1
RNY4P30,0,0,0,0,0,0
RNY4P34,1,0,0,0,0,0
RNY4P36,0,0,0,0,0,0
RNY4P37,2,0,3,1,1,0
RNY4P6,0,0,0,0,0,0
RNY4P7,0,0,0,0,0,0
RNY4P9,0,0,0,0,0,0
RO60,1614,693,2838,2357,2029,2344
ROBO1,1271,687,2149,5047,4991,6465
ROBO2,1873,1260,3027,2086,2019,2767
ROBO2P1,0,0,0,0,0,0
ROBO3,6,1,29,33,178,174
ROBO4,0,0,1,0,0,0
ROCK1,1390,649,2225,1990,1553,1752
ROCK2,867,398,1084,2114,1367,1828
ROGDI,47,18,187,28,170,175
ROM1,17,10,66,44,205,230
ROMO1,39,27,399,26,272,287
ROPN1,0,0,0,0,0,0
ROPN1B,2,0,11,2,8,9
ROPN1L,10,0,12,2,2,3
ROR1,3,0,1,3,1,3
ROR1-AS1,0,0,0,0,0,0
ROR2,108,26,433,152,496,589
RORA,15,0,17,109,60,119
RORA-AS1,12,2,12,11,10,14
RORA-AS2,0,0,0,0,0,0
RORB,4,0,0,32,18,27
RORC,611,276,2183,43,129,147
ROS1,0,0,0,0,0,0
RP1,0,0,1,3,4,4
RP1L1,0,0,1,6,7,9
RP2,371,243,705,1006,822,1078
RP9,157,83,313,158,231,210
RPA1,1154,770,2972,2116,2881,2784
RPA2,180,188,653,402,646,661
RPA3,287,89,552,179,365,315
RPA4,0,0,1,4,3,0
RPAIN,430,172,1156,936,1398,1522
RPAP1,146,37,841,152,708,752
RPAP2,535,269,681,578,475,509
RPAP3,939,595,1700,2064,2001,2057
RPE,880,398,2039,1741,2047,2384
RPE65,0,0,0,0,0,0
RPEL1,0,0,0,0,0,1
RPEP1,0,0,0,0,0,0
RPEP2,0,0,0,0,0,0
RPEP5,0,0,0,0,0,0
RPEP6,0,0,0,0,0,0
RPF1,442,232,1531,327,680,629
RPF2,775,540,1338,948,1014,1076
RPF2P1,0,0,1,0,1,0
RPF2P2,2,0,0,3,0,0
RPGR,114,79,203,99,76,68
RPGRIP1,1,0,1,8,2,7
RPGRIP1L,357,251,667,1117,1024,1202
RPH3A,0,0,0,2,6,7
RPH3AL,8,1,43,12,45,58
RPH3AL-AS1,0,0,0,0,0,0
RPIA,105,61,218,197,232,245
RPL10,8541,4059,32156,4005,14031,13119
RPL10A,3095,2378,16834,2988,9781,9880
RPL10AP1,0,0,0,0,0,0
RPL10AP11,0,0,0,0,0,0
RPL10AP12,0,0,0,0,0,0
RPL10AP13,0,0,0,0,0,0
RPL10AP2,0,0,0,0,0,0
RPL10AP3,0,0,0,0,0,0
RPL10AP4,0,0,0,0,0,0
RPL10AP5,0,0,0,0,0,0
RPL10AP6,68,100,8,0,3,3
RPL10AP7,0,0,0,0,0,0
RPL10AP9,0,0,0,0,0,0
RPL10L,0,0,0,3,14,9
RPL10P1,0,0,0,0,0,0
RPL10P11,0,0,0,0,0,0
RPL10P12,0,0,0,0,0,0
RPL10P13,0,3,0,7,12,16
RPL10P15,2,1,0,0,0,0
RPL10P16,120,123,365,16,113,151
RPL10P17,0,0,0,0,0,0
RPL10P18,0,0,0,0,0,0
RPL10P2,0,0,0,0,0,0
RPL10P3,1,1,0,0,0,0
RPL10P4,0,0,0,0,0,0
RPL10P5,0,0,0,0,0,0
RPL10P6,42,33,112,15,39,57
RPL10P7,0,0,0,2,1,1
RPL10P8,0,0,0,0,0,0
RPL10P9,302,211,685,50,286,187
RPL11,6349,3671,22990,8737,21064,19243
RPL11P1,0,0,0,0,0,2
